organization_id,email,phone,address
586,evrasstaff@gmail.com,505-384-5117 ,"751 Salt Missions Trail, Moriarty, NM, 87035, US"
587,richlandcountypets@yahoo.com,(419) 774-5892,"810 North Home Rd., N.W. corner of the Richland Co. Fairgrou, Mansfield, OH, 44904, US"
588,acrossamericaboxerrescue@gmail.com,612-354-4601   ,"2441 Ponds Way, Shakopee, MN, 55379, US"
589,c2dogz@ptd.net,1234567890,"Gardiner, NY, 12525, US"
590,rescuerovers@gmail.com,(435) 565-4031  ,"PO Box 71551, Salt Lake City, UT, 84171, US"
591,dreamhouserescue@yahoo.com,1234567890,"Norwood, OH, 45212, US"
592,jonahsarkanimalrescue@gmail.com,(732) 232-5954,"Whiting, NJ, 08759, US"
593,info@kentanimalshelter.com,631-727-5731,"2259 River Rd., Calverton, NY, 11933, US"
594,humanesocietyjctn@gmail.com,(865) 475-8930,"Dandridge, TN, 37725, US"
595,farfelsrescue@gmail.com,(303) 443-7711,"906 Pearl Street, Boulder, CO, 80302, US"
596,hsbcpets@chibardun.net,(715) 537-9063,"1571 Guy Avenue, Barron, WI, 54812, US"
597,JARM1234@earthlink.net,(843) 726-7799,"1352 Carters Mill Road, PO Box 1179, Ridgeland, SC, 29936, US"
598,aap1@frontiernet.net,(217) 835-2538,"807 Stewart Rd, P.O.Box 53, Benld, IL, 62009, US"
599,pets@humanesocietyofvaldosta.org,(229) 247-3266,"1740 W Gordon St, Valdosta , GA, 31601, US"
600,Pickenscountypartnersforpets@gmail.com,205-463-7781,"Brattleboro, VT, 05301, US"
601,chninquiries@caninehumane.org,(888) 436-2236 ext. 801,"Highland, MD, 20777, US"
602,info@homefurgood.org,(602) 971-1334,"10220 N 32nd St., Phoenix, AZ, 85028, US"
603,info@rchumanesociety.org,760-753-6413  ,"389 Requeza Street, Encinitas, CA, 92024, US"
604,hselco@bellsouth.net,(334) 567-3377,"255 Central Plank Rd. (Hwy9), Wetumpka, AL, 36092, US"
605,info@harveyshope.org,1234567890,"Hudson, NH, 03051, US"
606,reception@hs-scm.org,(269) 963-1796,"2500 Watkins Road, Battle Creek, MI, 49015, US"
607,info@kentanimalshelter.com,631-727-5731,"2259 River Rd., Calverton, NY, 11933, US"
608,therescuemepetfoundation@gmail.com,(424) 501-5769,"Los Angeles, CA, 90066, US"
609,abbylynnblum@gmail.com,(321) 303-7076,"Osteen, FL, 32764, US"
610,dreamhouserescue@yahoo.com,1234567890,"Norwood, OH, 45212, US"
611,wpccanimalshelter@gmail.com,(662) 524-4430,"5122 Old Tibbee Road, West Point, MS, 39773, US"
612,adopt@ilovefamilydog.org,1234567890,"San Francisco, CA, 94103, US"
613,info@mhspets.org,(231) 839-3800,"5310 W. Houghton Lake Rd (M-55), P.O. Box D, Lake City, MI, 49651, US"
614,info@caloosahumanesociety.org,(863) 675-0997,"1200 Pratt Blvd.    (SHIPPING), Labelle, FL, 33975, US"
615,therescueboutique@gmail.com,1234567890,"Zionsville, IN, 46077, US"
616,yardleydogs2@aol.com,1234567890,"Hagerstown, MD, 21740, US"
617,jonahsarkanimalrescue@gmail.com,(732) 232-5954,"Whiting, NJ, 08759, US"
618,info@aparn.org,(480) 964-3126,"2036 N. Gilbert Rd., Ste. 2-160, Mesa, AZ, 85203, US"
619,casinfo@colliervilletn.gov,(901) 457-2670,"603 E. South Street, Collierville, TN, 38017, US"
620,saveamomrescue@aol.com,330-866-5405,"10021 Cleveland Ave, S, East Sparta, OH, 44626, US"
621,info@centralvermonthumane.org,(802) 476-3811,"1589 Vermont Route 14S, East Montpelier, VT, 05651, US"
622,Friendssheltercockecounty@gmail.com,(423) 532-8475,"420 Humane Way, Newport, TN, 37821, US"
623,adopt@ilovefamilydog.org,1234567890,"San Francisco, CA, 94103, US"
624,pstidmon@gmail.com,1234567890,"Enfield, CT, 06082, US"
625,kierra@westvalleyhumanesociety.org,(208) 455-5920,"5801 Graye Lane, Caldwell, ID, 83607, US"
626,inquiry@angelsrescue.org,(877) 404-5874,"Alpharetta, GA, 30009, US"
627,fourpreciouspaws1@yahoo.com,(765) 450-6750,"3117 S. LaFountain, Kokomo, IN, 46902, US"
628,rescueadogtoday@gmail.com,(907) 727-6728,"511 W. 41st Ave., Unit C, Anchorage, AK, 99503, US"
629,Savealifepetres@aol.com,(407) 952-1037,"PO Box 623341, Oviedo, FL, 32762, US"
630,adoptngl@gmail.com,1234567890,"East Dover, VT, 05341, US"
631,rescuerovers@gmail.com,(435) 565-4031  ,"PO Box 71551, Salt Lake City, UT, 84171, US"
632,dog_it_dig_it_rescue@yahoo.com,(812) 264-7239,"Terre Haute, IN, 47802, US"
633,reception@hs-scm.org,(269) 963-1796,"2500 Watkins Road, Battle Creek, MI, 49015, US"
634,abt@gmail.com,(803) 776-7387,"Columbia, SC, 29209, US"
635,abbylynnblum@gmail.com,(321) 303-7076,"Osteen, FL, 32764, US"
636,vbpdac@vbgov.com,757-385-4444 ,"341 S. Birdneck Road, Virginia Beach, VA, 23451, US"
637,secondhanddogrescue@gmail.com,(585) 305-5111,"1041 Culver Rd, Storefront, Rochester, NY, 14609, US"
638,inquiries.ewenity@gmail.com,1234567890,"Bradenton, FL, 34211, US"
639,info@azsmalldog.org,(602) 944-2440,"1102 W Hatcher Road, Phoenix, AZ, 85021, US"
640,wagswhiskersmn@gmail.com,1234567890,"minneapolis, MN, 55417, US"
641,info@highsierraanimalrescue.org,(530) 832-4727  ,"103 Meadowridge Lane, P.O. Box 548, Portola, CA, 96122, US"
642,info@wwprca.com,(530) 895-8888,"2156 Pillsbury Road, #155, Chico, CA, 95973, US"
643,halonokillrescue@gmail.com,(772) 589-7297,"710 Jackson St, Sebastian, FL, 32958, US"
644,crpups@ptd.net,111-111-1111,"Newfoundland, PA, 18445, US"
645,adoptions@therescuevets.com,1234567890,"Naperville, IL, 60564, US"
646,mgmt@washingtonpashelter.org,724-222-7387,"1527 Route 136, PO BOX 66, 1527 Route 136, PO BOX 66, Eighty Four, PA, 15330, US"
647,shelter@sfhumanesociety.org,(505) 983-4309,"100 Caja del Rio Road, Santa Fe, NM, 87507, US"
648,animalservices@glynncounty-ga.gov,(912) 554-7500,"4765 US 17 N, Brunswick, GA, 31525, US"
649,BARCAdoptions@houstontx.gov,(713) 837-0311,"3300 Carr Street (Front Entrance), 2700 Evella Street (Rear Entrance), Houston, TX, 77026, US"
650,Albertsdoglounge@gmail.com,1234567890,"Whitewater, WI, 53190, US"
651,HappyHeartsGSDRescue@gmail.com,1234567890,"La Mesa, CA, 91942, US"
652,mas@memphistn.gov,(901) 636-1416,"2350 Appling City Cove, Memphis, TN, 38133, US"
653,info@greatpyreneesrescuesociety.org,1234567890,"Portland, OR, 97216, US"
654,abu@gmail.com,(630) 256-3630,"600 S. River St., Aurora, IL, 60506, US"
655,info@caloosahumanesociety.org,(863) 675-0997,"1200 Pratt Blvd.    (SHIPPING), Labelle, FL, 33975, US"
656,adoptions@morrisanimalrefuge.org,(215) 735-3256,"1242 Lombard Street, Philadelphia, PA, 19147, US"
657,rescuerovers@gmail.com,(435) 565-4031  ,"PO Box 71551, Salt Lake City, UT, 84171, US"
658,adopt@bobbicares.org,(718) 326-6070,"2 Rider Place, Freeport, NY, 11520, US"
659,adoptions@providenceac.org,(610) 566-1370,"555 Sandy Bank Road, Media, PA, 19063, US"
660,dreamhouserescue@yahoo.com,1234567890,"Norwood, OH, 45212, US"
661,info@kentanimalshelter.com,631-727-5731,"2259 River Rd., Calverton, NY, 11933, US"
662,dashrescue00@gmail.com,1234567890,"Ashville, OH, 43103, US"
663,moultriehs@yahoo.com,(229) 985-5463,"Moultrie, GA, 31768, US"
664,info@caloosahumanesociety.org,(863) 675-0997,"1200 Pratt Blvd.    (SHIPPING), Labelle, FL, 33975, US"
665,abv@gmail.com,(785) 625-1011,"105 W 12th, Hays, KS, 67601, US"
666,Jess.BCARL@gmail.com,(740) 782-9712,"Belmont, OH, 43718, US"
667,info@animalhouseshelter.com,(847) 961-5541,"13005 Ernesti Rd, Huntley, IL, 60142, US"
668,pdeal@las-cruces.org,(575) 382-0018,"3551 Bataan Memorial West, Las Cruces, NM, 88012, US"
669,dreamhouserescue@yahoo.com,1234567890,"Norwood, OH, 45212, US"
670,debbien@plano.gov,(972) 769-4360,"4028 Plano Parkway, Plano, TX, 75093, US"
671,orphanannierescue@gmail.com,1234567890,"Atlanta, GA, 30341, US"
672,blackhathumane@gmail.com,(970) 739-0537,"Albuquerque, NM, 87107, US"
673,aclobby@ci.crowley.tx.us,(817) 297-2201 ext. 3300,"101 E. Hampton Rd, Crowley, TX, 76036, US"
674,lhkyrescue@gmail.com,1234567890,"Cincinnati, OH, 45211, US"
675,adopt@ilovefamilydog.org,1234567890,"San Francisco, CA, 94103, US"
676,Savealifepetres@aol.com,(407) 952-1037,"PO Box 623341, Oviedo, FL, 32762, US"
677,Animal.Services@cityofdenton.com,(940) 349-7594,"3717 N Elm Street, Denton, TX, 76205, US"
678,info@sighthoundunderground.com,866-661-7484,"P.O. Box 339, McLean, VA, 22101, US"
679,adoptions@therescuevets.com,1234567890,"Naperville, IL, 60564, US"
680,Info@OlliesAngelsAnimalRescue.org,1234567890,"Greenlawn, NY, 11740, US"
681,rescuerovers@gmail.com,(435) 565-4031  ,"PO Box 71551, Salt Lake City, UT, 84171, US"
682,furever_buddys@yahoo.com,(435) 401-4972,"550 west Highway 40, Roosevelt, UT, 84066, US"
683,inquiries@rescue4all.org,1234567890,"Spokane, WA, 99205, US"
684,dreamhouserescue@yahoo.com,1234567890,"Norwood, OH, 45212, US"
685,moultriehs@yahoo.com,(229) 985-5463,"Moultrie, GA, 31768, US"
686,adopt@onetail.org,7085550000,"Chicago, IL, 60647, US"
687,waggingtailsrescuelv@gmail.com,1234567890,"Henderson, NV, 89052, US"
688,rifleanimalshelter@yahoo.com,970-625-8808  ,"569 County Road 265, Rifle, CO, 81650, US"
689,info@highlandlakescaninerescue.org,(830) 693-0569,"Marble Falls, TX, 78654, US"
690,sweetadoptables@ymail.com,1234567890,"Westport, CT, 06880, US"
691,info@NDLBrescue.org,(612) 354-6352,"PO Box 29461, Brooklyn Center, MN, 55429, US"
692,Info@sumnerhumane.org,(615) 822-0061,"16 Volunteer Dr., P.O. Box 2412, Hendersonville, TN, 37075, US"
693,adopt@dogswithoutborders.org,1234567890,"330 South La Cienega, Los Angeles, CA, 90048, US"
694,cliffordsadoptions@gmail.com,(704) 460-9030,"Shelby, NC, 28152, US"
695,mamimaru2010@gmail.com,(619) 227-5205,"Chula Vista, CA, 91913, US"
696,info@goldenhuggs.org,(888) 888-8888,"Mashpee, MA, 02649, US"
697,info@healingheartsrescue.org,1234567890,"Crystal, MN, 55428, US"
698,adopt@nebraskadachshundrescue.org,1234567890,"Omaha, NE, 68138, US"
699,buffaloshelter@gmail.com,(716) 851-5694,"380 N. Oak Street, Buffalo, NY, 14203, US"
700,info@foreverhomesforpaws.org,(270) 801-5224,"Radcliff, KY, 40160, US"
701,fayettevillecritters@gmail.com,(931) 433-3726,"P.O. Box 37, 1718 Pulaski Hwy, Fayetteville, TN, 37334, US"
702,therescueboutique@gmail.com,1234567890,"Zionsville, IN, 46077, US"
703,pawsdogadopt@gmail.com,(850) 243-1525,"752 Lovejoy Road, Fort Walton Beach, FL, 32548, US"
704,noahsarktx@yahoo.com,(940) 665-9800,"2501 N Weaver, Gainesville, TX, 76240, US"
705,Adopt@inapl.org,(765) 356-0900,"613 Dewey Street, Anderson, IN, 46011, US"
706,eaplevergreen@eapl.com,(303) 674-6442,"P. O. Box 2517, Evergreen, CO, 80437, US"
707,Savealifepetres@aol.com,(407) 952-1037,"PO Box 623341, Oviedo, FL, 32762, US"
708,info@hshcky.org,(270) 826-8966,"203 Drury Lane, Henderson, KY, 42420, US"
709,happy@tailsrescue.org,(612) 588-0188,"P.O. Box 2485, Maple Grove, MN, 55311, US"
710,catkins_wi@yahoo.com,(715) 762-0122  ,"N15262 Oak RD, Park Falls, WI, 54552, US"
711,animal@bloomington.in.gov,(812) 349-3492,"3410 S. Walnut Street, Bloomington, IN, 47401, US"
712,eaplevergreen@eapl.com,(303) 674-6442,"PO Box 2517, Westminster, CO, 80021, US"
713,derpets@co.pg.md.us,(301) 780-7200,"Upper Marlboro, MD, 20772, US"
714,handsheartspaws@cox.net,1234567890,"Omaha, NE, 68106, US"
715,motleyrescue@gmail.com,1234567890,"Manchester, NH, 03102, US"
716,info@kentanimalshelter.com,631-727-5731,"2259 River Rd., Calverton, NY, 11933, US"
717,aalslidell@gmail.com,985-646-4267,"2700 Terrace Ave, Slidell, LA, 70458, US"
718,JARM1234@earthlink.net,(843) 726-7799,"1352 Carters Mill Road, PO Box 1179, Ridgeland, SC, 29936, US"
719,sclontz@alachuacounty.us,352-264-6870,"3400 NE 53rd Avenue, Gainesville, FL, 32609, US"
720,starfishanimalrescuer@gmail.com,1234567890,"Batavia, Batavia, IL, 60510, US"
721,eaplevergreen@eapl.com,(303) 674-6442,"P. O. Box 2517, Evergreen, CO, 80437, US"
722,onceuponaprayerrescue@gmail.com,(618) 593-2356,"O Fallon, IL, 62269, US"
